id,SMILES,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,Position,MLM_raw,HLM_raw
TRAIN_0516,O=C(c1ccccc1)c1ccccc1C(=O)N1Cc2ccccc2C(C(=O)O)C1,92.41,95.73,3.626,385.412,4,1,4,2.152,74.68,CPK-M1-018169-G10,92.40984793,95.72565189
TRAIN_0517,COc1c(-c2cc(C)[nH]n2)c(O)c(OC)c2occc12,0.16,3.07,2.395,274.272,4,2,3,2.395,80.51,CPK-M1-018179-C07,0.16,3.07
TRAIN_0518,CSc1nc2ccccc2c(=O)n1-c1ccccc1,1.175,49.553,3.813,268.334,3,0,2,3.813,57.97,CPK-M1-008581-D10,1.175436142,49.55254309
TRAIN_0519,COc1cc2c(cc1OC)CCN(C(C)C(=O)NC(C)C)CC2,0.19,3.34,2.537,320.427,4,1,5,2.522,50.8,CPK-M1-018175-G12,0.189853278,3.335452171
TRAIN_0520,CCOC(=O)/C=N/N(c1ccccc1)c1ccccc1[N+](=O)[O-],1.685,2.527,3.703,313.308,5,0,7,3.703,87.72,CPK-M1-008578-C04,1.684700387,2.527425415
TRAIN_0521,COc1cccc2c(C(C(=O)O)N3CCN(C4=Nc5ccccc5Oc5ccccc54)CC3)c[nH]c12,74.15,87.77,1.211,482.53,6,2,5,2.859,90.39,CPK-M1-013691-C12,74.15092579,87.77173655
TRAIN_0522,Cc1n[nH]c(C)c1Sc1ccccc1-n1cnnc1,48.413,84.869,1.966,271.341,4,1,3,1.963,84.69,CPK-M1-008577-A03,48.4132489,84.86860645
TRAIN_0523,O=c1c2ccc(F)cc2ncn1C/C=C/c1ccccc1,69.74,99.9,3.213,280.296,2,0,3,3.213,32.67,CPK-M1-009577-G10,69.74005649,104.9229473
TRAIN_0524,CCCC(=O)Nc1nc2ncc(Br)nc2s1,1,74.94,1.775,301.163,4,1,3,1.816,96.01,CPK-M1-013685-B07,<1,74.93659755
TRAIN_0525,COc1cc2c(Br)c(O)c(Br)cc2cc1Cc1ccccc1,75.36,53.91,5.951,422.111,2,1,3,5.362,29.46,CPK-M1-013693-D03,75.3608037,53.90822432
TRAIN_0526,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccc6c5oc5ccccc56)nn34)cccc12,56.948,43.595,4.16,443.456,4,1,3,4.159,85.32,CPK-M1-010397-D08,56.94807504,43.59459644
TRAIN_0527,COc1ccc(OC)c(NC(=O)C2Cn3cccc3C(=O)N2C)c1,13.39,54.64,1.392,329.35,4,1,4,1.392,72.8,CPK-M1-018175-A07,13.38995128,54.64101791
TRAIN_0528,CC(C)(C)c1cc(NC(=O)CSC2=NN/C(=C3\C=c4ccccc4=N3)N2c2ccccc2)on1,3.431,46.689,4.238,472.562,5,2,6,4.235,120.41,CPK-M1-008582-D05,3.431001359,46.68872569
TRAIN_0529,CCOc1cc(=O)n2c(c1C(=O)Nc1ccc3c(c1)OCO3)CCCC2,55.88,97.68,1.513,356.372,5,1,4,1.513,77.1,CPK-M1-013695-B05,55.87705676,97.67734959
TRAIN_0530,CC(C)(C)OC(=O)N[C@@H](CC(=O)N1CCCN(S(C)(=O)=O)CC1)Cc1cc(F)c(F)cc1F,0.44,13.05,2.082,493.54,5,1,8,2.082,104.4,CPK-M1-013686-H08,0.435499923,13.05074505
TRAIN_0531,COc1cc(=O)[nH]cc1C(=O)N1CCCC1C1CCCCC1,67.21,58.13,1.416,304.384,3,1,3,1.416,58.64,CPK-M1-013694-G11,67.20847034,58.12747362
TRAIN_0532,N=c1n(CCN2CCCCC2)c2ccccc2n1CC(O)c1ccccc1,25.7,88.39,3.288,364.484,3,2,6,1.977,53.8,CPK-M1-013691-C06,25.70220904,88.38589732
TRAIN_0533,CCOC(=O)c1ccc(NC(=O)N(Cc2ccc3c(c2)OCO3)C2CCN(CC)CC2)cc1,50.35,90.58,3.167,453.531,6,1,8,2.976,80.34,CPK-M1-013687-A11,50.34836931,90.58472738
TRAIN_0534,CCc1noc(CN(CC)C(=O)C2CNCCO2)n1,76.419,85.386,-0.609,268.312,5,1,5,-0.69,80.49,CPK-M1-009570-D08,76.41896954,85.38604482
TRAIN_0535,CC(C)S(=O)(=O)c1ccccc1Nc1c(Cl)cnc(Cl)c1Cl,17.463,58.374,4.684,379.689,3,1,4,4.684,67.44,CPK-M1-008581-D07,17.46278626,58.37368637
TRAIN_0536,OCCN(CC(O)c1ccc(F)c(F)c1)c1ccccc1,6.937,42.339,2.936,293.308,2,2,6,2.935,43.7,CPK-M1-009571-E07,6.936538799,42.33922326
TRAIN_0537,O=C(NCCc1ccccc1)N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1cccs1,6.69,2.21,6.613,473.653,1,1,4,6.613,93.75,CPK-M1-013696-D10,6.693579982,2.211885194
TRAIN_0538,Cc1ccc(-c2ccccc2CN2C[C@@H](CN(C)C)[C@@H](CO)C2)o1,1.55,43.14,2.3,328.449,3,1,6,0.641,39.85,CPK-M1-018169-E04,1.546791928,43.1438595
TRAIN_0539,CCn1[nH]/c(=N\S(=O)(=O)c2ccc(C)cc2)c2cc3cccc(C)c3nc21,1.353,1.35,3.825,380.463,4,1,3,3.825,83.04,CPK-M1-009579-G03,1.353325987,1.349704675
TRAIN_0540,CC(C)c1ccc(NC(=O)CCNS(=O)(=O)c2cc(Br)cnc2N)cc1,1.21,1.08,2.21,441.343,4,3,7,2.217,122.55,CPK-M1-018180-E04,1.209528701,1.081398501
TRAIN_0541,COC(=O)c1cccc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C(C)C)c1,10,5.28,5.795,463.592,3,1,4,5.795,91.8,CPK-M1-013696-F12,10.00081619,5.277474389
TRAIN_0542,CS(=O)c1sc(Br)c2c1C(=O)CC(C)(C)C2,7.74,92.247,2.593,321.254,2,0,1,2.593,81.59,CPK-M1-009574-G04,7.739678385,92.24661945
TRAIN_0543,CC(=O)Nc1ccc(N2N=C(c3ccc(O)cc3)C(C)CC2=O)cc1,68.485,85.872,2.172,337.372,4,2,3,2.169,82,CPK-M1-010396-D11,68.4848793,85.87167157
TRAIN_0544,CCOC(=O)C1=C(NC(=O)CSc2nnc(-c3cc(C)on3)o2)SC2CCCCC12,86.176,44.667,3.068,450.532,8,1,8,3.068,170.95,CPK-M1-008579-D09,86.17567409,44.66670666
TRAIN_0545,CCC(CC)C(=O)N(Cc1ccccc1)Cc1nc(N(C)C)ncc1-c1ccccn1,0.873,0.566,4.704,417.547,4,0,9,4.692,62.22,CPK-M1-009572-D09,0.873186112,0.56625044
TRAIN_0546,CS(=O)(=O)N1N=C(c2cccs2)CC1c1ccccc1F,25.67,43,2.701,324.394,3,0,3,2.7,86.35,CPK-M1-018173-H11,25.66648489,42.99575617
TRAIN_0547,CCn1cc(S(=O)(=O)N2CCC3(CCCCO3)CC2)cn1,20.86,99.99,0.56,313.416,4,0,3,0.56,72.81,CPK-M1-018177-A04,20.8585947,>99.99
TRAIN_0548,Cc1ccc2c(-n3ccnc3)c(-c3ccc(Cl)cc3Cl)c(S(C)=O)nc2c1,41.771,66.853,4.988,416.324,3,0,3,5.019,66.99,CPK-M1-009579-E08,41.77070183,66.85341512
TRAIN_0549,Cc1nc(C2=C(N)N(C3CS(=O)(=O)CC3O)CC2=O)sc1C,84.161,99.9,-0.78,343.422,5,2,2,-0.608,150.2,CPK-M1-008582-B06,84.16051155,>99
TRAIN_0550,CC(C)NC(=O)c1c(Cl)nn(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,36.23,51.1,3.75,501.165,5,2,5,3.75,106.72,CPK-M1-013685-B04,36.23479289,51.09722685
TRAIN_0551,COc1cc2[nH]c3c(=O)n(-c4ccccc4)ncc3c2cc1OC,62.253,75.125,3.188,321.33,4,1,3,3.187,66.92,CPK-M1-009573-F10,62.25318862,75.12498069
TRAIN_0552,CCN(CCn1cccn1)Cc1[nH]nc(C)c1Cl,13.05,57.36,2.019,267.758,3,1,6,1.536,49.74,CPK-M1-018170-E11,13.04612154,57.36457092
TRAIN_0553,Cc1ccnc(COc2cc(C)nc3onc(C)c23)n1,7.21,49.19,1.056,270.287,5,0,3,1.059,73.93,CPK-M1-018178-G07,7.212612392,49.1865982
TRAIN_0554,CC(=O)c1ccc(Nc2nc3ccc(C)cc3n3cnnc23)cc1,59.544,70.507,3.555,317.345,4,1,3,3.555,72.18,CPK-M1-010392-G11,59.54424369,70.50677494
TRAIN_0555,CCn1ccc(C(=O)Nc2cccn3ncnc23)n1,0.13,12.442,0.837,256.263,4,1,3,0.837,77.11,CPK-M1-010394-E03,0.130437799,12.44241462
TRAIN_0556,CCc1nc2cc(-c3ccc(OC)nc3)cnc2[nH]1,48.07,71.39,2.212,254.287,4,1,3,2.388,63.69,CPK-M1-018171-E03,48.07257221,71.3891728
TRAIN_0557,CC(C)NC(=O)c1[nH]cnc1C(=O)N1CCCCCC1,53.89,44.93,1.158,278.35,3,2,3,1.184,78.09,CPK-M1-009576-C08,53.89013924,44.92973348
TRAIN_0558,CCNc1nc(NC(C)(C)C)nc(Oc2ccc(=O)n(CC)n2)n1,16.17,59.18,2.606,333.389,6,2,7,2.606,104.63,CPK-M1-018172-A12,16.17335326,59.18370988
TRAIN_0559,Cc1ccc2c(c1)C(NC(=O)c1ccc(CS(=O)(=O)c3ccc(Br)cc3)o1)CC1(CCCCC1)O2,10.032,87.102,6.046,558.484,4,1,5,6.046,93.99,CPK-M1-009573-D07,10.03188647,87.10230079
TRAIN_0560,O=C(C1CCC1)N(C1CCCCC1)C1CCCCC1,0.964,3.27,4.51,263.418,1,0,3,4.51,20.31,CPK-M1-009570-B05,0.964033314,3.270421644
TRAIN_0561,COc1ccc(N2C(=O)CC(NNC(=O)c3cc(C(F)(F)F)n[nH]3)C2=O)cc1,35.701,29.192,1.332,397.309,6,3,6,1.435,116.42,CPK-M1-008580-C05,35.70066074,29.19216091
TRAIN_0562,CC(=O)c1ccc(N2CCC(OC(=O)CCc3nnc[nH]3)CC2)cc1,0.06,61.77,1.048,342.392,5,1,7,1.042,88.18,CPK-M1-018177-F10,0.060730154,61.76939994
TRAIN_0563,O=C1C[C@H](n2nc(-c3ccc(F)cc3)oc2=S)[C@H]2CO[C@@H]1O2,7.172,6.37,2.503,322.312,6,0,2,2.503,92.45,CPK-M1-008578-E10,7.172430397,6.36961531
TRAIN_0564,Cc1ccc(C(=O)NNc2ccccn2)c(Nc2ccc3cn[nH]c3c2)n1,5.3,87.81,2.89,359.385,4,4,5,2.897,107.62,CPK-M1-013686-A10,5.300480811,87.80685229
TRAIN_0565,CCOC(=O)CC1(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2c2cccs2)CCCCC1,1,5.54,6.727,537.736,3,1,6,6.727,120.05,CPK-M1-013690-H11,<1,5.544077694
TRAIN_0566,Cn1c(=O)c2sc3c(c2n(CCN2CCCCC2)c1=O)CCCC3,9.3,72.51,3.369,347.475,3,0,3,2.417,72.09,CPK-M1-013688-F10,9.303108331,72.50702465
TRAIN_0567,O=C(c1ccc2c(c1)N(Cc1ccc(Cl)cc1)C(=O)c1ccccc1S2=O)N1CCN(c2ccccn2)CC1,0.71,8.57,4.677,557.062,4,0,4,4.679,93.03,CPK-M1-018180-D07,0.712395485,8.56545873
TRAIN_0568,CN(C)c1nc2n(c(=O)n1)CCN2C(=O)Nc1ccccc1,20.464,23.594,1.653,300.316,4,1,2,1.653,80.61,CPK-M1-008577-C12,20.46365232,23.59447607
TRAIN_0569,COc1cc(CN2CCC(NC(=O)NC3CCCCC3)CC2)cc(OC)c1OC,81.88,92.17,2.873,405.531,5,2,7,2.841,72.06,CPK-M1-013686-G11,81.87816455,92.16507229
TRAIN_0570,CN1CCC(C(=O)OC2CC(C)(C)Oc3ccc(Br)cc32)CC1=O,1.858,16.235,2.509,396.276,4,0,3,2.509,55.84,CPK-M1-009575-G07,1.858172869,16.23497036
TRAIN_0571,CCOc1ccccc1NC(=O)c1cc2sccc2n1C,0.04,0.14,3.691,300.375,2,1,4,3.691,71.5,CPK-M1-013696-D12,0.041098967,0.136739448
TRAIN_0572,CC1(C)CNC(=O)c2nc(Cc3ccc(O)cc3)[nH]c2C1,98.46,97.58,2.065,285.341,3,3,2,2.19,78.01,CPK-M1-018168-G08,98.46071757,97.57504439
TRAIN_0573,CC(C(=O)N(C)C)S(=O)(=O)N1CCN(C)c2ccncc21,74.35,99.99,-0.473,312.388,4,0,3,0.124,82.2,CPK-M1-018179-C03,74.34713522,>99.99
TRAIN_0574,O=C1C=C(N(Cc2ccc(Cl)nc2)Cc2cnc(Cl)s2)CO1,56.628,71.082,2.458,356.227,4,0,5,2.459,83.56,CPK-M1-010396-G06,56.6278378,71.08206782
TRAIN_0575,O=C(c1cn2cc(Cl)ccc2n1)N1CCC(c2ccc(Cc3ccccc3F)cn2)CC1,2.894,44.473,4.525,448.92,3,0,4,4.556,50.5,CPK-M1-009569-H12,2.893655423,44.4732535
TRAIN_0576,COc1cc(=O)n(C)cc1C(=O)N1CCN(c2ccccc2Cl)CC1,99,80.91,1.238,361.823,3,0,3,1.237,53.09,CPK-M1-013695-D04,>99,80.90946595
TRAIN_0577,COc1cc(=O)[nH]cc1C(=O)NCCc1cn(C)c2cc(C)ccc12,1.63,34.78,1.422,339.388,3,2,5,1.434,72.36,CPK-M1-013697-A08,1.627343895,34.77898775
TRAIN_0578,CC(=O)Nc1nc(-c2cnc3ccc(Cl)cn23)c(C)s1,22.448,1.1,1.873,306.771,3,1,2,2.186,87.53,CPK-M1-008579-H11,22.44839337,1.099553021
TRAIN_0579,COCCOc1cc(=O)n2c(c1C(=O)NCCC1=CCCCC1)CCOCC2,27.52,48.6,0.849,390.473,5,1,8,0.849,77.1,CPK-M1-013697-E04,27.52275561,48.60014335
TRAIN_0580,Cn1c(=O)c2c(-c3ccccc3Br)n(-c3ccc4c(c3)nc(CO)n4C)cc2n(C)c1=O,23.271,26.981,3.721,494.341,4,1,3,3.901,83.6,CPK-M1-009577-E11,23.27084224,26.98103979
TRAIN_0581,c1ccc2c(c1)OCC(c1nn3c(Cn4cnc5ccccc54)nnc3s1)O2,20.339,13.718,2.724,390.418,6,0,3,2.761,107.6,CPK-M1-008577-G09,20.33883962,13.71765507
TRAIN_0582,CCOc1cc(=O)n2c(c1C(=O)NCc1ccc(F)cc1Cl)CCCC2,24.27,1.28,2.622,378.825,3,1,5,2.622,58.64,CPK-M1-013696-E04,24.26578216,1.276487115
TRAIN_0583,CC(C)(C)c1csc(NNC(=O)c2ccc(Br)cc2)n1,1,44.15,4.211,354.265,2,2,4,4.194,82.26,CPK-M1-013688-H04,<1,44.14691161
TRAIN_0584,CCC1=NN2C(=NC(C(=O)O)=CC2c2ccc(O)cc2)N1,91.912,88.92,1.326,286.286,5,3,3,-0.495,97.52,CPK-M1-009578-B09,91.91163511,88.9196347
TRAIN_0585,Nc1nn(Cc2ccc(F)cc2Cl)cc1Cl,58.9,96.875,3.39,260.095,1,1,2,3.39,43.84,CPK-M1-010394-G09,58.9000661,96.87547643
TRAIN_0586,CC(C)c1oc(C2CCCN2S(=O)(=O)c2ccc3c(c2)COC3)nc1-c1ccccc1,8.559,8.758,3.996,438.539,4,0,5,3.996,81.02,CPK-M1-009571-F06,8.559056195,8.758061566
TRAIN_0587,Cc1nc2nc(CC(=O)N3CCC(C)CC3)nn2c(C)c1Cl,3.75,95.01,2.189,321.805,4,0,2,2.189,63.39,CPK-M1-013692-G03,3.747868402,95.00848637
TRAIN_0588,COC(=O)c1c(C)n(C(C)=O)c2ccc(NS(=O)(=O)c3ccc(F)cc3F)cc12,0.54,0.21,3.013,422.403,5,1,5,3.031,102.85,CPK-M1-018176-D04,0.544117104,0.212581839
TRAIN_0589,C[C@H](O)CNS(=O)(=O)C1CCc2cc(Br)ccc2C1,76.05,89.049,2.215,348.256,3,2,4,2.215,74.78,CPK-M1-010392-F06,76.05025918,89.04913145
TRAIN_0590,CC(=O)c1cccc(N(CC(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)S(C)(=O)=O)c1,1.19,25.48,0.901,479.57,6,1,8,0.901,137.69,CPK-M1-013683-B05,1.191654764,25.48261102
TRAIN_0591,COc1ccc(-n2ccc3cc(N4CCCCC4)ccc32)cc1Cl,0.07,95.89,5.633,340.847,1,0,3,5.499,17.39,CPK-M1-013686-E07,0.065858442,95.88732849
TRAIN_0592,Clc1ccc(OCCn2cnc(Cl)c2Cl)cc1,99,49.13,3.552,291.561,2,0,4,3.552,27.05,CPK-M1-013687-C12,>99,49.129361
TRAIN_0593,COc1cc(CNCCN(C)C)c(Cl)cc1OCc1ccccc1,39.98,45.24,3.721,348.867,4,1,9,2.953,33.73,CPK-M1-013688-A12,39.98203345,45.237189
TRAIN_0594,Cn1cc(C(NC(=O)c2cc3sccc3[nH]2)[C@H]2C[C@@H](O)C2)cn1,74.5,95.1,1.877,330.405,3,3,4,1.877,111.18,CPK-M1-008580-C10,74.5,95.1
TRAIN_0595,O=C(Cn1nc(C(=O)N2CCc3ccccc32)c2cc(F)ccc21)OCc1ccccc1,0.364,2.683,4.669,429.443,4,0,6,4.669,64.43,CPK-M1-008578-C08,0.364161299,2.683153651
TRAIN_0596,O=C(NC1CCCc2ccccc21)c1ccc(CS(=O)(=O)c2ccc(Br)cc2)o1,22.91,26.75,4.968,474.368,3,1,5,4.968,84.76,CPK-M1-018176-D09,22.90965719,26.7544252
TRAIN_0597,CC(C)Oc1ccc(CN2C(=O)c3cc4ccsc4n3CC2(C)C(=O)NCc2ccc(F)cc2)cc1,79.152,86.901,4.982,505.604,3,1,7,4.982,91.8,CPK-M1-009571-D08,79.15153824,86.90084212
TRAIN_0598,COC(=O)c1cccc(OCCn2c(=O)[nH]c3cc(F)c(F)cc3c2=O)c1,1.62,0,2.669,376.311,5,1,6,2.676,84.94,CPK-M1-018176-D06,1.622031846,0.003510609
TRAIN_0599,CC(=O)O[C@@H]1CC2C(C)(CC[C@H](O)C2(C)C)C2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)C21C,3.688,20.577,4.14,470.598,5,1,3,3.812,85.97,CPK-M1-008582-F05,3.688416577,20.57680607
TRAIN_0600,CCOc1cc(/C=N/n2cnnc2)ccc1OCCOCCOc1ccc(C)cc1,40.15,43.09,3.348,410.466,7,0,12,3.348,79.99,CPK-M1-013694-G08,40.15011413,43.09002685
TRAIN_0601,Clc1ccccc1C1(c2ccnc(Cn3cncn3)n2)CCNCC1,44.42,92,1.975,354.837,5,1,4,1.976,68.52,CPK-M1-013689-C09,44.41746142,91.99820462
TRAIN_0602,COC(=O)c1ccc(S(C)(=O)=O)c(COCCn2cncn2)c1Cl,80.52,0.51,1.294,373.812,7,0,8,1.294,108.76,CPK-M1-018176-H05,80.52172004,0.506593789
TRAIN_0603,O=C(Nc1n[nH]c2cc(Br)ccc12)c1cc(-c2cccnc2)[nH]n1,46.993,70.851,3.077,383.202,4,3,3,3.213,99.35,CPK-M1-010395-G10,46.99282149,70.85105729
TRAIN_0604,Cc1ccc(C2(c3noc(Cn4ccnc4)n3)CCCC2)cc1,39.092,62.701,3.031,308.378,3,0,4,3.197,56.74,CPK-M1-009573-C08,39.09215476,62.70054192
TRAIN_0605,Oc1cccc(-c2ncc(-c3ccccc3O)o2)c1,0.1,3.13,2.978,253.253,3,2,2,2.97,66.49,CPK-M1-018174-F03,0.097908098,3.130998378
TRAIN_0606,Cc1cc(Cl)ccc1NS(=O)(=O)c1cc(-c2ccc(=O)n(-c3c(C)noc3C)n2)ccc1C,5.482,2.897,4.236,484.955,5,1,5,4.316,113.25,CPK-M1-010393-B11,5.482322816,2.89656182
TRAIN_0607,O=C(O)c1nccnc1C(=O)Nc1nc(-c2cccs2)n[nH]1,91.17,95.648,0.675,316.295,7,3,4,-0.798,161.98,CPK-M1-008580-A07,91.17022703,95.64781242
TRAIN_0608,CC(C)(C)OC(=O)N1CCC(Nc2nccn3c(Br)cnc23)CC1,3.75,95.01,1.695,396.282,4,1,4,1.695,71.75,CPK-M1-013692-G05,3.747868402,95.00848637
TRAIN_0609,CCCC(=O)c1c[nH]c2c(OCC)nccc2c1=O,26.998,36.207,1.747,260.288,4,1,5,1.749,68.29,CPK-M1-009579-F09,26.99773292,36.20656561
TRAIN_0610,Cc1cc(Oc2ccc(-n3cncn3)cc2)nc(C)n1,59.01,78.45,1.931,267.286,5,0,3,1.931,65.72,CPK-M1-018172-A06,59.01258852,78.44502755
TRAIN_0611,CCS(=O)(=O)CC(=O)N1CC(C)(C)N(C)c2cc(Br)ccc21,12.955,5.102,2.282,389.308,3,0,3,3.007,66.06,CPK-M1-010392-D11,12.95513653,5.101570874
TRAIN_0612,Cn1nc(C2CCN(C(=O)[C@H]3CC(=O)NC(=O)N3)CC2)n(-c2ccccc2)c1=O,77.811,80.577,-0.007,398.416,5,2,3,0.056,114.41,CPK-M1-009575-D09,77.81102666,80.57652706
TRAIN_0613,O=C(Nc1ccc2nc(N3CCC(N4CCCCC4)CC3)cc(C(=O)O)c2c1)c1ccccc1F,99.99,99.99,1.33,476.543,5,2,5,3.104,85.77,CPK-M1-018175-C12,>99.99,>99.99
TRAIN_0614,Cc1ccccc1Nc1nc(N)nc(-c2oc3ccccc3c2C)n1,2.929,84.923,4.978,331.371,3,2,3,4.978,89.86,CPK-M1-010395-B05,2.928629049,84.92288654
TRAIN_0615,Nc1ncnc2c1ncn2C[C@@H]1CC[C@H](c2nc(C3CCC3)no2)O1,99.99,99.99,0.975,341.368,6,1,4,0.974,117.77,CPK-M1-018180-C05,>99.99,>99.99
TRAIN_0616,CC1(C)Cc2c(sc3c2c(=O)n(C2CCCCC2)c(=O)n3CC(=O)NCc2ccccc2)CO1,37.59,51.79,3.803,481.607,4,1,5,3.803,107.19,CPK-M1-013687-A03,37.58802797,51.79043649
TRAIN_0617,Cc1ccc(CC2S/C(=N/N=C/c3ccncc3)N(Cc3ccco3)C2=O)cc1C,10.943,27.879,4.784,418.511,5,0,6,4.786,96.36,CPK-M1-008577-E07,10.94287275,27.87933851
TRAIN_0618,CC(C)N(/C(=N/c1c(F)cccc1F)Nc1ccc2c(c1)C=CC(C)(C)O2)C(C)C,1.638,2.906,5.64,413.503,2,1,6,5.655,36.86,CPK-M1-009579-E10,1.637605159,2.906097088
TRAIN_0619,Cc1ccc(S(=O)(=O)n2cc(Br)c3c(N4CCC(N5CCOCC5)CC4)ncnc32)cc1,0.54,17.99,3.635,520.443,6,0,4,3.635,88.94,CPK-M1-013687-F07,0.539793435,17.99030903
TRAIN_0620,CCOc1ccc2[nH]c3c(=O)n(CCN(C(C)C)C(C)C)cnc3c2c1,1.456,5.293,3.464,356.462,4,1,7,1.907,60.93,CPK-M1-009573-H06,1.45645735,5.293272518
TRAIN_0621,COc1cc(-c2nc3c(c(=O)[nH]c(=O)n3CC(C)C)n2CC(C)C)cc(OC)c1OC,49.33,81.69,3.953,430.497,6,1,8,3.912,94.92,CPK-M1-018173-C11,49.33289031,81.69252091
TRAIN_0622,CCCNS(=O)(=O)c1nc2nc(C)cc(C)n2n1,47.487,77.137,1.11,269.323,5,1,4,1.161,97.63,CPK-M1-009578-C08,47.48722271,77.13746769
TRAIN_0623,Brc1cc(-c2noc([C@H]3CCCO3)n2)c2ncnn2c1,3.78,35.92,1.357,336.144,5,0,2,1.357,78.34,CPK-M1-018172-F08,3.778545287,35.92337
TRAIN_0624,COc1ccc2c(c1)CCC(N1CCCCC1)C2O,59.94,37.51,2.853,261.359,3,1,2,1.89,32.7,CPK-M1-013686-D09,59.94451503,37.50648548
TRAIN_0625,Cc1cc(C)c(NC(=O)NCc2ccc3nnn(C4CCC(=O)NC4=O)c(=O)c3c2)c(Br)c1,21.728,33.545,3.487,513.344,6,3,4,3.583,132.32,CPK-M1-010396-B10,21.72835833,33.54549414
TRAIN_0626,Cc1cc(C)nc(Nn2c(-c3ccccc3)nc3ccccc3c2=O)n1,3.28,52.47,3.605,343.382,4,1,3,3.6,70.47,CPK-M1-013690-F10,3.278140809,52.47052173
TRAIN_0627,CC(=O)/C(=C1\NC(C)(C)Cc2cc(C)c(C)cc21)c1ccccc1,1.176,4.801,4.371,319.44,1,1,2,4.371,29.1,CPK-M1-010395-A05,1.175916473,4.801118395
TRAIN_0628,CC(C)Cn1c(=O)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)nc2ccncc21,12.551,12.545,1.355,441.546,5,0,6,1.356,94.55,CPK-M1-009574-B05,12.55067929,12.54494686
TRAIN_0629,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,6.152,6.624,4.825,293.406,2,0,4,4.824,27.96,CPK-M1-010397-G09,6.15247097,6.62408782
TRAIN_0630,Cc1ccc(S(=O)(=O)c2cn(CC3CCCO3)c(=O)n(-c3ccccc3)c2=O)cc1,5.303,10.449,2.628,426.485,5,0,5,2.628,92.36,CPK-M1-009574-E03,5.302983251,10.44868471
TRAIN_0631,CCOC(=O)c1c(=O)n(-c2ccc(C)cc2)nc2ccccc12,0.1,0.45,2.936,308.331,4,0,4,2.936,58.97,CPK-M1-013684-A08,0.103826119,0.453938367
TRAIN_0632,O=C(CCCOc1ccccc1)Nc1ccccc1-c1ccccc1,1,1,4.537,331.408,2,1,7,4.537,38.33,CPK-M1-013687-F03,<1,<1
TRAIN_0633,O=C(NC1CCCC1)N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1cccc(F)c1,1,3.02,6.363,449.583,1,1,2,6.362,65.5,CPK-M1-013695-B11,<1,3.015878189
TRAIN_0634,CC(C)n1ncc2c1NC(=O)CC21C(=O)Nc2ccccc21,21.54,18.09,0.735,296.324,3,2,1,0.749,76.02,CPK-M1-013686-C05,21.53563942,18.08754091
TRAIN_0635,Cc1cc(OC(Cc2ccc(Cl)cc2)c2ccc(Cl)cc2Cl)ncc1NC(=O)NC(C)(C)C,76.903,49.916,7.246,506.852,3,2,7,7.246,63.25,CPK-M1-009580-G07,76.90296316,49.91646306
TRAIN_0636,CNC(=O)CN(c1ccc(C(C)C)cc1)S(C)(=O)=O,74.13,88.42,1.201,284.374,3,1,5,1.199,74.86,CPK-M1-010392-D03,74.12999747,88.42021277
TRAIN_0637,COc1c(Cl)ccc(C2=NOC(c3cc(N)c(Cl)c(C(=O)O)n3)C2)c1F,82.35,99,3.223,400.189,6,2,4,1.751,107.03,CPK-M1-013685-B05,82.34564639,>99
TRAIN_0638,Cc1cc2ncccc2c(Br)c1OS(=O)(=O)C(F)(F)F,99.9,91.215,4.945,370.142,4,0,3,4.946,64.64,CPK-M1-008581-C07,>99,91.21509009
TRAIN_0639,CCOc1ccc(-c2c(C)n[nH]c2NC(=O)c2cc(OC)cc(OC)c2)cc1OCC,0.31,50.55,3.616,425.478,6,2,9,3.614,94.7,CPK-M1-013693-D06,0.309262545,50.54501905
TRAIN_0640,Cc1nnc(-c2csc(S(=O)(=O)NC(C)C)c2)o1,60.514,66.584,0.813,287.359,4,1,4,0.813,121.71,CPK-M1-009576-D11,60.5142389,66.58355879
TRAIN_0641,CNC(=O)N1CCc2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc21,1,52.49,2.379,365.835,3,2,3,2.379,86.89,CPK-M1-013689-G09,<1,52.48685287
TRAIN_0642,CC(=O)NCCOc1c(C)cc(S(N)(=O)=O)cc1C,60.348,71.442,0.683,286.347,4,2,5,0.684,106.87,CPK-M1-010393-E06,60.3482933,71.44198807
TRAIN_0643,CC(=O)N1N=C(Cn2nc(C)cc2C)OC1c1ccccc1OCc1cccc(Br)c1,56.825,5.011,4.167,483.358,5,0,6,4.167,68.95,CPK-M1-009571-D10,56.82523722,5.011386299
